first_page_exposure,polarity,subjectivity,polarity_sign,polarity_magnitude,GunningFog,ReadingTime,activity_group,ease_group,feeling_group,food_group,judgement_group,location_group,misc_group,price_group,service_group,time_group,venue_group,helpfulness_prob,is_helpful,actual_helpfulness
6,0.9888,0.533812261,1,0.9888,7.69,14.23,1,1,0,1,1,1,1,0,1,1,1,0.50782204723717,1,1
24,0.4215,0.568181818,1,0.4215,8.04,1.75,0,0,0,0,1,1,0,0,0,0,1,0.33445043152660187,0,0
37,0.8805,0.621111111,1,0.8805,8.19,6.64,1,1,0,0,1,1,1,0,1,0,1,0.4287636750810004,1,1
42,0.9977,0.549253631,1,0.9977,9.51,28.53,1,0,0,1,1,1,1,1,1,1,1,0.6740604778502852,0,0
174,0.9399,0.47545977,1,0.9399,9.11,13.03,1,0,0,1,1,0,0,1,1,1,1,0.532728587278259,1,10
277,0.9647,0.496296296,1,0.9647,11.41,9.67,1,0,0,1,1,1,0,1,1,1,1,0.5678845727736859,0,0
145,0.8699,0.7775,1,0.8699,7.58,2.78,1,1,1,0,1,1,0,0,1,0,1,0.4030009100911162,0,0
24,0.9747,0.581746032,1,0.9747,11.84,14.07,1,0,0,1,1,1,1,1,1,1,1,0.524875414181199,1,18
10,0.9612,0.795,1,0.9612,6.93,2.6,1,0,1,0,1,0,0,0,1,0,1,0.31537039930725635,0,0
11,0.8885,0.326262626,1,0.8885,8.78,8.86,1,0,0,0,1,1,1,1,1,1,1,0.4916547459429278,0,0
472,0.9348,0.467722833,1,0.9348,8.26,7.61,1,0,1,1,1,1,1,0,0,1,1,0.598800375778808,1,1
4,0.9702,0.545867769,1,0.9702,8.14,6.36,1,0,0,1,1,0,0,1,1,1,1,0.3945430359214848,1,3
155,0.457,0.278125,1,0.457,6.57,10.66,1,1,0,1,1,0,1,0,1,1,1,0.5299570814541332,0,0
280,0.9906,0.643473266,1,0.9906,9.14,18.32,1,0,0,1,1,1,1,1,1,1,1,0.6519877436140844,0,0
13,0.923,0.6125,1,0.923,9.57,3.75,1,0,0,1,1,1,0,0,0,0,1,0.3604741240906384,0,0
127,0.9741,0.626923077,1,0.9741,10.94,12.68,1,0,1,1,1,1,1,0,1,1,1,0.5233178284101496,0,0
18,0.9892,0.651190476,1,0.9892,7.46,10.27,1,0,0,1,1,1,0,0,1,1,1,0.44661983911128095,1,4
59,0.9612,0.641666667,1,0.9612,8.12,3.11,0,0,1,1,1,1,0,0,1,0,1,0.331357969660164,0,0
67,0.8598,0.607954545,1,0.8598,37.93,5.54,1,0,1,0,1,1,0,0,1,1,1,0.45758502934118056,1,1
1574,0.7579,0.491319444,1,0.7579,4.31,5.41,1,0,0,1,1,0,0,1,1,1,1,0.8697527233723755,1,3
42,0.2263,0.208333333,1,0.2263,3.2,0.98,0,0,0,0,0,1,0,0,0,1,0,0.29608381100919706,0,0
1250,0.9676,0.612333333,1,0.9676,10.03,6.82,1,0,1,0,1,1,0,0,1,1,1,0.8193743999617323,1,2
25,0.4215,0.373214286,1,0.4215,6.62,2.78,1,0,0,1,1,1,0,0,1,0,1,0.3931177912608988,0,0
92,0.7096,0.388,1,0.7096,9.5,5.1,0,0,0,1,1,0,0,0,1,0,1,0.36209019258727704,1,1
3,0.836,0.458333333,1,0.836,9.57,3.58,1,0,0,0,1,0,0,0,0,1,1,0.3635365429052551,0,0
33,0.9136,0.611071429,1,0.9136,7.38,10.56,1,0,1,1,1,0,1,0,1,1,1,0.43401079806861576,0,0
6,0.7467,0.664169719,1,0.7467,7.0,5.26,1,0,1,1,1,0,0,0,0,0,1,0.3389611329273949,0,0
14,0.9823,0.458441558,1,0.9823,10.1,7.45,1,0,1,0,1,1,0,0,1,0,1,0.4168706959484808,0,0
12,0.9246,0.605555556,1,0.9246,8.56,4.61,1,0,0,1,1,0,0,1,1,0,1,0.36060281420464546,0,0
56,-0.9466,0.525494743,0,0.9466,8.15,10.61,0,0,0,0,1,1,1,0,0,1,1,0.5708489557279635,1,4
9,0.9729,0.71,1,0.9729,7.35,4.64,1,1,0,1,1,0,0,1,0,1,1,0.36575185658512827,0,0
27,0.549,0.541666667,1,0.549,7.34,3.23,0,0,0,1,1,1,0,0,1,1,1,0.3629838587893724,0,0
113,0.9848,0.609183673,1,0.9848,8.85,9.96,1,0,1,1,1,1,0,1,1,1,1,0.49428127147961665,1,3
13,-0.119,0.65,0,0.119,11.3,5.77,1,0,0,0,1,1,1,0,1,1,1,0.5050775076645527,0,0
63,0.988,0.574054054,1,0.988,8.34,16.6,1,0,0,1,1,1,1,1,1,1,1,0.5619763206199315,1,2
2,0.9337,0.447170868,1,0.9337,7.95,9.9,1,1,0,1,1,0,1,0,1,0,1,0.4188127650871599,0,0
5,0.9801,0.552991453,1,0.9801,9.26,8.62,1,0,1,1,1,1,1,1,1,1,1,0.4551223246701312,1,1
112,0.9808,0.540306122,1,0.9808,9.27,6.67,1,0,0,1,1,1,1,0,1,1,1,0.4639890780192729,0,0
18,0.9501,0.562121212,1,0.9501,9.27,6.21,1,0,0,0,1,1,1,0,1,1,1,0.4327215432550487,0,0
8,0.8555,0.74,1,0.8555,8.58,4.86,1,0,0,1,1,1,1,0,0,1,1,0.3904411055932916,1,1
15,0.9578,0.544444444,1,0.9578,7.03,3.32,1,0,0,0,1,0,0,0,0,0,1,0.3360577223622932,1,1
26,0.9552,0.721428571,1,0.9552,7.11,6.43,1,0,0,0,1,0,0,1,1,0,1,0.3812867468120446,1,2
97,0.9217,0.590204082,1,0.9217,7.37,3.6,1,0,0,0,1,1,0,0,1,0,1,0.40351361281729536,1,4
13,0.9786,0.555102041,1,0.9786,4.49,3.39,1,0,0,0,1,1,0,0,1,1,1,0.38705013111720876,0,0
4,0.9883,0.454341492,1,0.9883,8.54,15.12,1,0,1,1,1,1,0,1,0,1,1,0.5096192344135035,0,0
83,0.9217,0.330448585,1,0.9217,8.13,22.14,1,0,0,0,1,0,1,1,1,1,1,0.620224225779935,1,5
917,0.8908,0.447985348,1,0.8908,6.44,8.53,1,0,1,1,1,1,0,1,1,1,1,0.7616287664906664,1,2
17,0.63,0.463668047,1,0.63,16.56,16.25,1,0,0,0,1,1,1,1,1,1,1,0.5787758486006276,1,1
187,0.9755,0.500512821,1,0.9755,5.74,8.9,1,1,1,0,1,1,0,0,1,1,1,0.5132187349738478,1,3
6,0.9845,0.535704447,1,0.9845,7.99,10.27,1,0,1,0,1,1,0,0,1,1,1,0.4541203034488978,0,0
31,0.9601,0.491203008,1,0.9601,7.53,11.46,1,0,0,1,1,1,0,1,1,1,1,0.49211046480809384,0,0
5,-0.1531,0.453444444,0,0.1531,6.78,5.17,1,1,0,0,1,1,1,0,0,1,1,0.5040606756858789,1,1
149,0.8807,0.603703704,1,0.8807,4.97,4.33,1,0,0,1,1,1,0,1,0,1,1,0.4462936957043089,0,0
7,0.9274,0.541391941,1,0.9274,7.78,4.7,1,0,0,0,1,0,1,0,1,0,1,0.365346735477559,0,0
105,0.9545,0.686458333,1,0.9545,9.3,2.6,0,0,0,0,1,1,0,1,0,0,1,0.36018437238999734,0,0
21,0.9749,0.60625,1,0.9749,12.9,4.63,0,0,1,1,1,1,0,0,1,0,1,0.33893702515495805,1,1
111,0.9907,0.615559006,1,0.9907,9.98,10.93,1,0,1,1,1,1,0,0,1,1,1,0.4878128341567633,0,0
21,0.9972,0.51202381,1,0.9972,9.54,37.4,1,1,1,1,1,1,1,1,1,1,1,0.7464030887934113,1,1
26,0.707,0.595793651,1,0.707,7.89,7.62,1,0,0,0,1,1,0,0,1,1,1,0.44528994131946803,1,2
68,0.9371,0.400555556,1,0.9371,6.24,8.93,1,0,0,1,1,1,0,1,1,1,1,0.48517355825235164,0,0
18,0.9836,0.515277778,1,0.9836,4.68,6.13,0,0,0,0,1,1,0,0,1,1,1,0.37984499339321254,0,0
23,0.886,0.7625,1,0.886,11.72,2.6,1,0,0,0,0,0,0,1,1,0,1,0.32476479316344964,1,2
6,0.9201,0.507493113,1,0.9201,7.86,2.91,1,0,0,0,1,1,0,0,0,1,1,0.38054290264551693,0,0
19,0.9812,0.632738095,1,0.9812,8.52,6.85,1,0,0,0,1,1,0,0,1,0,1,0.40444849528039883,0,0
164,0.9735,0.616,1,0.9735,5.53,3.67,0,0,1,1,1,0,0,0,1,1,1,0.3585431151426441,0,0
36,0.7717,0.6875,1,0.7717,9.87,6.23,1,0,0,0,1,1,0,0,1,0,1,0.409680535585633,1,6
172,0.9783,0.677575758,1,0.9783,10.21,4.47,1,0,0,1,1,1,0,1,0,0,1,0.43418136494046067,1,5
22,0.9889,0.538580247,1,0.9889,13.08,17.07,1,1,1,1,1,0,1,1,1,1,1,0.5275467267356765,1,5
3,0.9022,0.475238095,1,0.9022,9.28,10.78,1,1,0,0,1,0,0,1,1,1,1,0.461625889167943,0,0
27,0.9812,0.393333333,1,0.9812,6.34,10.37,1,1,1,1,1,0,0,0,1,1,1,0.43630066426674574,1,1
10,0.9734,0.571428571,1,0.9734,6.13,2.41,1,0,0,1,1,0,0,0,1,0,1,0.3227734079847174,1,1
8,0.9544,0.645934343,1,0.9544,7.14,3.86,1,0,0,0,1,1,0,0,1,1,1,0.3874992284573831,0,0
7,0.9817,0.491739177,1,0.9817,10.65,11.52,1,1,1,0,1,1,1,0,1,1,1,0.48947676481752095,1,2
8,0.9928,0.616331169,1,0.9928,7.53,18.41,1,0,1,1,1,1,0,1,1,1,1,0.5413013650703989,1,2
16,0.9833,0.786944444,1,0.9833,10.68,6.65,1,0,1,0,1,0,0,0,0,1,1,0.3682290259923429,0,0
33,0.9716,0.486309524,1,0.9716,6.0,7.32,1,0,1,1,1,0,0,0,0,1,1,0.38799824369644903,1,1
20,0.9794,0.405392157,1,0.9794,10.09,12.59,1,0,0,1,1,1,0,0,1,1,1,0.4911917202042972,0,0
58,0.8908,0.548658009,1,0.8908,12.44,4.91,1,0,1,0,1,1,0,0,0,1,1,0.41713813984330045,1,3
116,0.9741,0.42112381,1,0.9741,6.75,11.25,1,0,1,0,1,1,0,0,1,1,1,0.5120727550447794,0,0
8,0.9778,0.538489409,1,0.9778,8.21,13.28,1,0,1,1,1,1,0,1,1,1,1,0.49435673799978297,0,0
9,0.9487,0.559661836,1,0.9487,8.51,16.14,1,0,1,0,1,1,1,0,1,1,1,0.5271250153107911,0,0
120,-0.787,0.421428571,0,0.787,8.36,14.34,0,0,1,0,1,0,1,0,0,1,1,0.5945145698655461,0,0
26,0.9945,0.81264881,1,0.9945,12.6,10.61,1,0,0,1,1,1,0,1,1,1,1,0.4633848225478294,0,0
81,0.0516,0.495925926,1,0.0516,6.52,10.8,1,1,0,1,1,1,1,1,1,1,1,0.552915137613235,1,11
37,0.9022,0.504761905,1,0.9022,6.47,3.45,1,0,1,1,1,0,0,0,1,1,1,0.3608782268393067,0,0
28,0.9357,0.339166667,1,0.9357,7.18,5.71,1,1,1,0,1,0,0,0,1,1,1,0.40359224577270214,0,0
16,0.9509,0.666212121,1,0.9509,6.05,4.3,1,0,0,1,1,1,0,1,1,0,1,0.38200624270891076,0,0
116,0.9543,0.53707483,1,0.9543,6.67,10.4,1,0,0,1,1,1,0,0,1,1,1,0.49251032917103527,1,1
29,0.8622,0.457037037,1,0.8622,11.79,4.99,1,0,0,0,1,0,1,0,1,1,1,0.4054958031253177,0,0
11,0.9802,0.634358974,1,0.9802,8.75,7.42,1,0,0,1,1,1,0,1,0,1,1,0.4255970094039607,0,0
8,0.9741,0.507142857,1,0.9741,7.33,6.04,1,0,0,0,1,1,0,1,1,1,1,0.4339627733209051,1,1
25,0.6412,0.418434343,1,0.6412,12.49,9.77,1,0,0,0,1,1,0,1,1,1,1,0.5027666032792235,1,1
43,0.9337,0.429931973,1,0.9337,9.78,2.89,0,0,0,1,1,1,0,0,1,1,1,0.36106159367147755,0,0
46,0.9346,0.708333333,1,0.9346,9.15,3.45,1,0,0,0,1,0,0,0,1,1,1,0.36500267012348436,0,0
102,0.9274,0.522727273,1,0.9274,4.95,4.92,1,0,0,1,1,1,0,0,1,1,1,0.4307411793595228,1,2
107,0.9442,0.613888889,1,0.9442,7.96,5.27,1,0,0,1,1,1,0,0,1,1,1,0.43243731768078775,1,1
200,0.9787,0.712142857,1,0.9787,6.74,6.76,1,1,0,0,1,0,1,1,1,0,1,0.4628110085037967,0,0
91,0.8126,0.382716049,1,0.8126,8.62,11.11,1,0,0,1,1,1,1,0,0,1,1,0.510809609615534,0,0
20,0.9657,0.684285714,1,0.9657,6.42,3.07,1,0,0,0,1,0,0,0,1,1,1,0.3503437675967219,0,0
65,0.9607,0.68125,1,0.9607,6.04,3.73,1,0,0,1,1,1,0,0,1,0,1,0.37683246453438546,0,0
276,0.9801,0.597518519,1,0.9801,6.4,6.43,1,0,0,0,1,0,1,1,0,1,1,0.4999342347554119,0,0
85,0.7184,0.69,1,0.7184,5.89,3.98,1,0,0,1,1,1,0,0,1,1,1,0.41253350967509284,1,3
38,0.9552,0.459940476,1,0.9552,7.13,10.91,1,0,0,0,1,1,0,0,1,0,1,0.4641524500016396,0,0
558,-0.3875,0.0,0,0.3875,2.8,0.87,1,0,0,0,0,1,0,0,1,0,1,0.6470825940243069,1,2
75,0.8807,0.407142857,1,0.8807,7.59,3.95,1,0,0,1,1,1,1,1,1,1,1,0.4494298327168127,0,0
61,0.994,0.53982684,1,0.994,8.82,16.44,1,0,0,1,1,1,1,1,1,1,1,0.5621505970928227,0,0
7,0.743,0.8,1,0.743,6.0,0.76,0,0,0,0,1,0,0,0,1,0,1,0.27451863736802823,0,0
41,0.9287,0.625444139,1,0.9287,6.4,5.61,1,0,0,1,1,1,0,0,0,1,1,0.4023705975117208,1,1
11,0.9856,0.504285714,1,0.9856,7.06,7.87,1,0,0,1,1,1,1,1,1,0,1,0.43672673218932234,0,0
232,0.9682,0.576458333,1,0.9682,7.71,18.99,1,1,1,1,1,1,1,1,1,1,1,0.6464157404322118,1,3
3,0.9768,0.560072464,1,0.9768,6.95,15.76,1,0,0,1,1,1,0,1,1,1,1,0.5207012139581253,1,1
12,0.9799,0.573148148,1,0.9799,8.23,9.71,1,0,1,0,1,1,0,0,0,1,1,0.44037795433439353,0,0
3,0.93,0.507575758,1,0.93,9.68,9.43,1,0,0,0,1,1,0,0,0,1,1,0.44686933721801253,1,3
45,0.9601,0.594736652,1,0.9601,8.89,6.39,1,0,0,1,1,1,0,1,0,1,1,0.43096822849568034,1,2
20,0.9477,0.605102041,1,0.9477,7.17,3.51,0,0,1,1,1,1,0,0,1,1,1,0.34083120012352563,0,0
8,0.6749,0.474262821,1,0.6749,6.74,12.5,1,1,1,0,1,1,1,1,0,1,1,0.5171245012703165,0,0
52,0.9907,0.517026215,1,0.9907,9.64,27.22,1,0,1,1,1,1,1,1,1,1,1,0.6630772019011038,1,1
41,0.982,0.614285714,1,0.982,9.0,3.35,1,0,0,0,1,1,0,0,1,1,1,0.39698085848450004,0,0
14,0.9874,0.497777778,1,0.9874,8.04,9.28,1,0,1,0,1,1,1,0,1,1,1,0.45969329520988467,1,2
19,0.9686,0.78,1,0.9686,4.18,3.13,1,0,0,0,1,1,0,0,1,0,1,0.3547310553658977,1,1
63,0.9943,0.516085782,1,0.9943,8.79,26.69,1,1,1,0,1,1,1,1,1,1,1,0.673603711080836,0,0
35,0.9887,0.708333333,1,0.9887,7.97,8.06,1,1,1,1,1,1,0,1,1,1,1,0.4436541085216738,0,0
1241,0.5067,0.460897436,1,0.5067,8.72,7.92,1,0,0,1,1,0,1,0,1,1,1,0.8247784591132052,0,0
25,-0.7584,0.399637681,0,0.7584,8.28,12.1,1,1,0,0,1,1,1,1,1,1,1,0.6413640551630349,1,3
14,0.8885,0.8,1,0.8885,6.6,1.35,1,0,0,0,1,0,0,0,1,0,1,0.3115143779804241,0,0
17,0.9941,0.529947917,1,0.9941,6.37,14.78,1,0,1,1,1,1,1,0,1,1,1,0.5055768405407606,0,0
50,0.9929,0.641111111,1,0.9929,8.14,10.65,1,0,0,1,1,0,0,1,1,0,1,0.42909852646082214,0,0
377,0.9923,0.485598395,1,0.9923,10.16,17.45,1,1,0,1,1,0,1,1,1,1,1,0.6629209664245099,1,3
9,0.9769,0.549710145,1,0.9769,8.34,14.26,1,0,0,1,1,1,0,1,1,1,1,0.5093850267793196,1,1
18,0.9729,0.702142857,1,0.9729,8.71,7.49,1,0,0,1,1,0,0,1,1,1,1,0.4011002470784056,0,0
343,0.6852,0.433333333,1,0.6852,8.28,5.16,1,0,1,0,1,0,0,0,1,1,1,0.5121591915355929,1,1
29,0.9719,0.567400842,1,0.9719,8.86,28.62,1,1,1,1,1,1,1,0,1,1,1,0.6558889027440896,1,1
21,0.9246,0.573197279,1,0.9246,8.12,3.01,0,0,1,1,1,1,0,1,1,0,1,0.3377949268354773,0,0
87,-0.8402,0.679545455,0,0.8402,5.25,3.75,1,0,0,1,1,0,0,0,1,0,1,0.4709742824802705,0,0
22,0.9776,0.511020734,1,0.9776,9.59,23.08,1,0,1,1,1,1,1,1,1,1,1,0.6136786939089844,1,5
104,0.9299,0.732291667,1,0.9299,9.68,4.58,0,0,0,1,1,0,0,0,1,1,1,0.3495414392424509,0,0
62,0.9173,0.462406015,1,0.9173,6.42,9.74,1,0,0,0,1,1,1,1,0,1,1,0.4989038072564362,0,0
7,0.9794,0.575771605,1,0.9794,7.77,7.82,1,1,1,0,1,1,1,0,0,1,1,0.4344837719419401,0,0
55,0.9917,0.478924731,1,0.9917,10.94,16.14,1,1,0,1,1,1,0,1,1,1,1,0.5585573750907306,0,0
108,0.6249,0.498958333,1,0.6249,5.6,2.28,1,0,0,1,1,1,0,1,0,0,1,0.40900904341902844,0,0
15,0.9617,0.595454545,1,0.9617,7.72,5.63,1,0,0,0,1,1,0,1,1,1,1,0.42726285483196386,0,0
12,0.918,0.523653846,1,0.918,6.99,15.34,1,1,0,0,1,1,1,1,1,1,1,0.548978396846359,1,1
19,0.9538,0.594,1,0.9538,8.14,11.05,1,1,1,1,1,1,1,0,1,1,1,0.4721250262131979,1,1
62,0.886,0.427924483,1,0.886,6.74,7.05,0,0,0,1,1,0,0,0,0,1,1,0.3692978510282702,0,0
38,0.9747,0.590666667,1,0.9747,7.21,3.25,0,0,0,1,1,0,0,1,1,0,1,0.31794383928715403,1,1
5,0.9564,0.544292414,1,0.9564,7.15,10.39,1,0,0,1,1,1,0,1,1,1,1,0.46744441809121606,0,0
45,0.25,0.506597222,1,0.25,8.42,8.42,1,0,0,0,1,1,0,0,1,1,1,0.48442366140590715,1,1
100,0.9619,0.58030303,1,0.9619,7.41,8.06,1,0,1,1,1,1,0,0,1,1,1,0.4547371571473245,1,4
10,0.9864,0.568513957,1,0.9864,8.49,18.6,1,0,0,1,1,1,1,0,0,1,1,0.5394958079427221,1,1
7,0.8074,0.488852814,1,0.8074,7.81,2.19,0,0,0,0,1,0,0,1,1,0,1,0.31772587497425686,0,0
11,0.9742,0.654545455,1,0.9742,8.46,3.8,1,0,1,0,1,1,0,0,0,0,1,0.35798778205667536,1,2
11,0.9801,0.7725,1,0.9801,7.37,4.41,1,0,0,1,1,0,0,0,1,0,1,0.33031777254155753,1,2
51,0.926,0.744444444,1,0.926,9.27,6.38,1,0,0,1,1,1,0,1,0,1,1,0.42470635203133633,0,0
24,0.8707,0.875,1,0.8707,15.58,5.85,1,0,0,0,1,0,1,0,1,0,1,0.3706345628698456,0,0
80,0.9878,0.527228164,1,0.9878,7.45,5.71,0,0,0,0,1,1,1,0,1,0,1,0.39127984975431834,0,0
188,0.3612,0.447564935,1,0.3612,6.3,2.59,0,0,0,0,1,0,0,0,0,0,1,0.3767001717658968,0,0
7,0.8316,0.15,1,0.8316,4.52,2.09,1,0,0,0,1,1,0,0,1,0,0,0.3272874956241299,0,0
90,0.9729,0.69875,1,0.9729,7.7,8.48,1,0,0,1,1,0,0,0,1,0,1,0.4021282710248705,0,0
62,0.9744,0.5375,1,0.9744,7.62,8.39,1,0,0,1,1,1,1,0,0,1,1,0.4540470496491138,1,1
724,0.6267,0.564795918,1,0.6267,6.78,6.74,1,0,0,0,1,0,0,1,1,1,1,0.6756408875501142,1,1
28,0.9658,0.524893162,1,0.9658,11.98,17.83,1,1,1,1,1,0,0,1,1,1,1,0.5279478771963716,0,0
24,0.9467,0.665357143,1,0.9467,7.22,7.83,1,1,0,1,1,1,1,0,1,1,1,0.44008840168164254,0,0
194,0.9758,0.585,1,0.9758,12.61,10.91,1,0,1,1,1,1,0,1,1,0,1,0.5212247536885668,1,4
12,0.9753,0.591322314,1,0.9753,6.56,5.64,1,0,0,1,1,0,1,0,1,1,1,0.3799863877282342,1,1
50,0.7897,0.443809524,1,0.7897,7.81,9.99,1,1,0,0,1,1,0,1,0,0,1,0.48100320780278916,0,0
617,0.4822,0.478571429,1,0.4822,6.34,6.01,1,0,0,0,0,0,0,1,1,0,1,0.6012741712123763,0,0
81,0.9402,0.64547619,1,0.9402,9.05,9.74,1,0,0,1,1,0,1,1,0,1,1,0.45460035483562117,0,0
421,0.9042,0.611111111,1,0.9042,7.5,2.79,1,0,1,1,1,0,0,0,1,1,1,0.48673790491953145,0,0
22,0.7492,0.489452214,1,0.7492,7.3,6.36,1,0,0,0,1,1,0,0,0,0,1,0.40942945986949775,0,0
16,0.9451,0.620867769,1,0.9451,6.26,7.07,0,0,1,1,1,0,0,1,1,1,1,0.35700744909103216,0,0
46,0.7401,0.627380952,1,0.7401,5.1,10.27,1,0,0,0,1,1,1,0,0,1,1,0.4762868723007923,0,0
18,0.8074,0.415384615,1,0.8074,9.72,1.59,1,0,1,0,1,1,0,0,0,0,1,0.36112277730872394,1,1
8,0.7926,0.493492063,1,0.7926,8.0,11.56,1,0,1,0,1,1,1,0,1,0,1,0.46996256999105507,1,1
23,0.9589,0.76,1,0.9589,10.22,5.1,1,0,1,0,0,1,0,1,1,0,1,0.3694524715677286,0,0
185,0.9538,0.687571429,1,0.9538,7.19,3.35,0,0,0,1,1,1,0,1,1,1,1,0.41127593496912435,1,2
12,0.34,0.535416667,1,0.34,9.89,6.93,1,0,0,0,1,0,0,0,1,0,1,0.40269887028542,1,2
108,-0.4019,0.417011019,0,0.4019,6.87,7.93,1,0,0,1,1,0,0,0,1,1,1,0.5378138450231115,0,0
44,0.9661,0.7625,1,0.9661,12.23,3.85,1,0,0,0,1,0,0,0,1,0,1,0.3491933422604502,0,0
177,0.9976,0.442042042,1,0.9976,10.52,18.7,1,1,1,1,1,1,0,1,1,1,1,0.6250774266843244,0,0
6,0.953,0.493939394,1,0.953,9.25,4.74,1,0,0,0,1,1,0,0,1,1,1,0.40761833925975666,0,0
707,-0.2023,0.61177686,0,0.2023,11.12,7.37,0,0,0,1,1,1,1,1,1,0,1,0.7189474015085286,1,4
2,0.8516,0.568174603,1,0.8516,4.13,4.17,1,0,0,0,1,1,0,0,0,0,1,0.36877904816629853,0,0
3,0.9896,0.548469388,1,0.9896,9.22,8.04,1,0,1,0,1,1,1,0,1,1,1,0.44050439510830597,0,0
30,0.8834,0.578888889,1,0.8834,7.66,4.79,1,0,0,1,1,1,0,1,1,1,1,0.4198066670836845,0,0
15,0.9741,0.710714286,1,0.9741,6.12,9.08,1,1,0,1,1,1,1,0,1,0,1,0.4259162866788025,0,0
16,0.9851,0.430072464,1,0.9851,10.27,16.82,1,0,1,0,1,1,1,0,1,1,1,0.5459687352070872,0,0
33,0.9709,0.731111111,1,0.9709,10.12,3.33,1,0,0,1,1,1,0,1,1,0,1,0.37743127134086096,0,0
19,0.9734,0.703061224,1,0.9734,6.84,2.67,1,0,0,1,1,1,0,1,1,0,0,0.307970452712653,0,0
98,0.9412,0.725,1,0.9412,7.21,5.69,1,0,1,1,1,0,0,1,0,1,1,0.3971658231332301,1,5
16,0.939,0.610381594,1,0.939,5.25,2.73,1,0,0,0,1,1,0,0,0,0,1,0.3550284037477325,0,0
9,0.5719,0.328571429,1,0.5719,8.08,1.63,0,0,0,0,0,0,0,0,1,0,1,0.2950473530792291,0,0
22,0.9961,0.525768306,1,0.9961,7.39,27.28,1,1,1,1,1,1,1,1,1,1,1,0.656046271217661,0,0
103,0.996,0.582068027,1,0.996,12.73,20.55,1,0,1,1,1,1,0,1,1,0,1,0.5867925400292682,1,8
599,0.9551,0.483099691,1,0.9551,8.1,32.38,1,1,0,1,1,1,1,1,1,1,1,0.8529489826308658,1,4
225,0.9929,0.648155363,1,0.9929,11.01,20.87,1,0,1,1,1,1,1,0,1,1,1,0.6394683355846066,1,9
172,0.4019,0.472962963,1,0.4019,8.52,6.83,1,0,1,0,0,0,0,0,1,1,1,0.4491318355147149,1,3
10,0.8979,0.545987654,1,0.8979,8.37,7.71,1,0,0,0,1,0,0,1,1,1,1,0.4213642480811363,0,0
14,0.8689,0.729761905,1,0.8689,5.06,3.44,1,0,0,1,1,0,0,0,1,0,1,0.3265733482930384,1,1
84,0.743,0.379248366,1,0.743,9.98,13.03,1,0,1,0,1,1,1,0,0,1,1,0.5359152128710651,0,0
93,0.975,0.507142857,1,0.975,8.34,9.59,1,0,0,1,1,1,1,0,1,1,1,0.4889071563281557,1,1
9,0.9885,0.560648148,1,0.9885,11.51,10.64,1,0,0,1,1,1,1,1,1,1,1,0.4840637801359565,1,1
46,0.9881,0.538736264,1,0.9881,7.96,16.09,1,0,0,0,1,1,1,1,1,1,1,0.5608287491464284,0,0
37,0.9814,0.691921158,1,0.9814,6.34,17.22,1,0,0,1,1,1,1,1,1,1,1,0.5491343838147071,1,2
393,-0.9001,0.73125,0,0.9001,10.53,8.61,1,0,0,0,0,1,1,0,1,1,1,0.6772932815024371,1,4
53,0.9953,0.655357143,1,0.9953,9.34,15.94,1,1,0,1,1,1,0,1,1,0,1,0.5232936439228869,1,2
60,0.9432,0.545833333,1,0.9432,7.13,7.79,1,1,1,1,1,1,1,1,1,1,1,0.4723172570339799,0,0
82,0.9571,0.604920635,1,0.9571,6.51,8.98,1,0,0,1,1,1,1,1,1,1,1,0.4869533379812179,0,0
39,0.9468,0.78,1,0.9468,7.58,3.57,1,0,1,1,1,1,0,0,0,0,1,0.3498804076361801,1,1
386,0.9612,0.590384615,1,0.9612,6.77,8.43,1,1,1,1,1,0,1,0,1,1,1,0.5472667190728429,0,0
16,0.9442,0.706666667,1,0.9442,4.67,2.75,1,0,0,1,1,1,1,0,1,0,1,0.35777878700816884,0,0
8,0.9666,0.506493506,1,0.9666,18.2,5.16,1,1,0,0,1,1,0,0,0,0,1,0.3995313350032773,0,0
58,-0.6369,0.678333333,0,0.6369,8.27,16.81,1,0,0,0,1,1,1,0,1,1,1,0.6541208529042251,1,3
56,0.9818,0.675,1,0.9818,8.24,9.86,1,0,1,1,1,1,0,1,0,0,1,0.4402906148358671,0,0
60,0.9807,0.478859649,1,0.9807,10.0,8.55,1,1,0,1,1,0,0,1,1,1,1,0.44866993457677934,1,2
4,0.9476,0.582783883,1,0.9476,5.97,7.04,1,0,0,0,1,1,0,1,1,1,1,0.43733519506928803,1,1
18,-0.8452,0.636111111,0,0.8452,8.34,3.88,1,0,0,0,1,1,0,1,0,1,1,0.5209269152686512,0,0
17,0.6249,0.75,1,0.6249,5.15,1.85,1,0,0,0,1,0,0,0,0,0,0,0.26751166882557204,0,0
55,0.4238,0.509609668,1,0.4238,9.18,7.33,1,0,1,1,1,1,0,0,1,1,1,0.4573512148904153,1,1
42,0.965,0.4683171,1,0.965,10.3,17.33,1,1,1,1,1,1,1,0,1,1,1,0.5563600786380362,1,3
122,0.9729,0.458928571,1,0.9729,10.73,11.27,1,0,0,1,1,1,0,0,1,1,1,0.5125747631372937,1,5
9,0.9638,0.62,1,0.9638,11.72,4.82,1,0,1,1,1,1,1,0,1,1,0,0.3410208010143405,0,0
